991,1,Derecho,,1,Derecho,Derecho,Derecho,Derecho,,,1
992,1,Filosofía,,1,Filosofía,Filosofía,Filosofía,Filosofía,,,1
993,1,Política,,1,Política,Política,Política,Política,,,1
994,1,Educación,,1,Educación,Educación,Educación,Educación,,,1
995,1,Política,,1,Política,Política,Política,Política,,,1
996,1,Ecología,,1,Ecología,Ecología,Ecología,Ecología,,,1
997,1,Género,,1,Género,Género,Género,Género,,,1
998,1,Medicina,,1,Medicina,Medicina,Medicina,Medicina,,,1
999,1,Literatura,,1,Literatura,Literatura,Literatura,Literatura,,,1
9910,1,Arte,,1,Arte,Arte,Arte,Arte,,,1
9911,1,Religiones y Teología,,1,Religiones y Teología,Religiones y Teología,Religiones y Teología,Religiones y Teología,,,1
9912,1,Ciencias Básicas,,1,Ciencias Básicas,Ciencias Básicas,Ciencias Básicas,Ciencias Básicas,,,1
9913,1,Ciencias Humanas y Sociales,,1,Ciencias Humanas y Sociales,Ciencias Humanas y Sociales,Ciencias Humanas y Sociales,Ciencias Humanas y Sociales,,,1
9914,1,Revistas,,1,Revistas,Revistas,Revistas,Revistas,,,1
9915,1,Ingeniería,,1,Ingeniería,Ingeniería,Ingeniería,Ingeniería,,,1
9916,1,Derechos Humanos,,1,Derechos Humanos,Derechos Humanos,Derechos Humanos,Derechos Humanos,,,1
17,1,Derecho Público,991,0,Derecho Público,Derecho Público,Derecho Público,Derecho Público,,,1
18,1,Derecho Administrativo,991,0,Derecho Administrativo,Derecho Administrativo,Derecho Administrativo,Derecho Administrativo,,,1
19,1,Derecho Ambiental,991,0,Derecho Ambiental,Derecho Ambiental,Derecho Ambiental,Derecho Ambiental,,,1
20,1,Derecho Canónico,991,0,Derecho Canónico,Derecho Canónico,Derecho Canónico,Derecho Canónico,,,1
21,1,Derecho Civil,991,0,Derecho Civil,Derecho Civil,Derecho Civil,Derecho Civil,,,1
22,1,Derecho Comercial,991,0,Derecho Comercial,Derecho Comercial,Derecho Comercial,Derecho Comercial,,,1
23,1,Derecho Constitucional,991,0,Derecho Constitucional,Derecho Constitucional,Derecho Constitucional,Derecho Constitucional,,,1
24,1,Derecho Económico,991,0,Derecho Económico,Derecho Económico,Derecho Económico,Derecho Económico,,,1
25,1,Derecho Internacional,991,0,Derecho Internacional,Derecho Internacional,Derecho Internacional,Derecho Internacional,,,1
26,1,Derecho Laboral,991,0,Derecho Laboral,Derecho Laboral,Derecho Laboral,Derecho Laboral,,,1
27,1,Derecho Notarial,991,0,Derecho Notarial,Derecho Notarial,Derecho Notarial,Derecho Notarial,,,1
28,1,Derecho Penal,991,0,Derecho Penal,Derecho Penal,Derecho Penal,Derecho Penal,,,1
29,1,Derecho Privado,991,0,Derecho Privado,Derecho Privado,Derecho Privado,Derecho Privado,,,1
30,1,Derecho Procesal,991,0,Derecho Procesal,Derecho Procesal,Derecho Procesal,Derecho Procesal,,,1
31,1,Derecho Romano,991,0,Derecho Romano,Derecho Romano,Derecho Romano,Derecho Romano,,,1
32,1,Derecho Tributario,991,0,Derecho Tributario,Derecho Tributario,Derecho Tributario,Derecho Tributario,,,1
33,1,Filosofía del Derecho,991,0,Filosofía del Derecho,Filosofía del Derecho,Filosofía del Derecho,Filosofía del Derecho,,,1
34,1,Sociología del Derecho,991,0,Sociología del Derecho,Sociología del Derecho,Sociología del Derecho,Sociología del Derecho,,,1
35,1,Derechos Humanos,991,0,Derechos Humanos,Derechos Humanos,Derechos Humanos,Derechos Humanos,,,1
36,1,Filosofía Crítica,992,0,Filosofía Crítica,Filosofía Crítica,Filosofía Crítica,Filosofía Crítica,,,1
37,1,Epistemología,992,0,Epistemología,Epistemología,Epistemología,Epistemología,,,1
38,1,Estética,992,0,Estética,Estética,Estética,Estética,,,1
39,1,Filosofía Política,992,0,Filosofía Política,Filosofía Política,Filosofía Política,Filosofía Política,,,1
40,1,Hermenéutica,992,0,Hermenéutica,Hermenéutica,Hermenéutica,Hermenéutica,,,1
41,1,Lógica,992,0,Lógica,Lógica,Lógica,Lógica,,,1
42,1,Metafísica,992,0,Metafísica,Metafísica,Metafísica,Metafísica,,,1
43,1,Pedagogía,994,0,Pedagogía,Pedagogía,Pedagogía,Pedagogía,,,1
44,1,Didáctica,994,0,Didáctica,Didáctica,Didáctica,Didáctica,,,1
45,1,Teoría Pedagógica,994,0,Teoría Pedagógica,Teoría Pedagógica,Teoría Pedagógica,Teoría Pedagógica,,,1
46,1,Ciencia Política,995,0,Ciencia Política,Ciencia Política,Ciencia Política,Ciencia Política,,,1
47,1,Economía Política,995,0,Economía Política,Economía Política,Economía Política,Economía Política,,,1
48,1,Violencia,995,0,Violencia,Violencia,Violencia,Violencia,,,1
49,1,Relaciones Internacionales,995,0,Relaciones Internacionales,Relaciones Internacionales,Relaciones Internacionales,Relaciones Internacionales,,,1
50,1,Antropología - Sociología,9914,0,Antropología - Sociología,Antropología - Sociología,Antropología - Sociología,Antropología - Sociología,,,1
51,1,Arte – Estética,9914,0,Arte – Estética,Arte – Estética,Arte – Estética,Arte – Estética,,,1
52,1,Arquitectura - Urbanismo - Diseño,9914,0,Arquitectura - Urbanismo - Diseño,Arquitectura - Urbanismo - Diseño,Arquitectura - Urbanismo - Diseño,Arquitectura - Urbanismo - Diseño,,,1
53,1,Bioética,993,0,Bioética,Bioética,Bioética,Bioética,,,1
54,1,Cuento,999,0,Cuento,Cuento,Cuento,Cuento,,,1
55,1,Ensayo,999,0,Ensayo,Ensayo,Ensayo,Ensayo,,,1
56,1,Novela,999,0,Novela,Novela,Novela,Novela,,,1
57,1,Periodismo,999,0,Periodismo,Periodismo,Periodismo,Periodismo,,,1
58,1,Poesía,999,0,Poesía,Poesía,Poesía,Poesía,,,1
59,1,Teatro,999,0,Teatro,Teatro,Teatro,Teatro,,,1
60,1,Crítica Literaria,999,0,Crítica Literaria,Crítica Literaria,Crítica Literaria,Crítica Literaria,,,1
61,1,Teoría Literaria,999,0,Teoría Literaria,Teoría Literaria,Teoría Literaria,Teoría Literaria,,,1
62,1,Arquitectura,9910,0,Arquitectura,Arquitectura,Arquitectura,Arquitectura,,,1
